,Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,fee,transfer_period,Target
51,Mattia Caldara,Spezia,28,94,13.9,0,11,4,36.4,0.79,0.29,0.00,0.00,10.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Serie A,23,14,10,11,2,9,20,45.0,11,23,16,7,17,40,88,2,Defender,76.8,8308,3214,83.2,82.6,48.4,0,0.0,0.1,1,23,1,0,35,1.10,10,22,-12,-0.86,-0.07,12.2,27.5,-15.3,-1.10,-0.98,mattia-caldara94,Italy,Centre-Back,right,187.0,2500000,0.0,Summer,-8.618
52,Tio Cipot,Spezia,19,03,1.5,0,2,1,50.0,1.29,0.65,0.00,0.00,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Serie A,12,7,6,3,3,6,8,75.0,2,0,0,0,0,12,2,0,Forward,67.8,522,155,92.6,72.2,16.7,0,0.1,0.1,3,2,2,1,5,0.22,0,3,-3,-1.94,-1.17,1.6,3.0,-1.4,-0.93,-0.47,tio-cipot03,Slovenia,Central Midfield,right,184.0,500000,0.0,Winter,-3.2699999999999996
53,Albin Ekdal,Spezia,33,89,19.3,0,19,4,21.1,0.99,0.21,0.00,0.00,14.4,0,0,0,2.9,2.9,0.16,-2.9,-2.9,Serie A,37,20,14,20,3,19,45,42.2,26,24,2,22,26,63,36,0,Midfielder,77.5,8887,3150,83.3,82.3,45.0,2,1.6,0.9,10,62,17,2,80,0.97,14,29,-15,-0.78,+0.08,26.0,28.1,-2.1,-0.11,+0.74,albin-ekdal89,Sweden,Defensive Midfield,right,186.0,800000,0.0,Summer,-15.054
54,Salvatore Esposito,Spezia,21,00,10.8,1,14,2,14.3,1.30,0.19,0.07,0.50,28.5,11,0,0,0.7,0.7,0.05,+0.3,+0.3,Serie A,15,12,8,5,2,5,21,23.8,16,9,1,8,11,26,18,0,Midfielder,76.6,8468,2456,90.4,83.1,40.7,0,1.5,1.3,12,49,6,1,51,0.44,7,19,-12,-1.11,-0.41,13.2,14.7,-1.5,-0.14,+0.47,salvatore-esposito00,Italy,Defensive Midfield,right,178.0,3500000,0.0,Winter,-11.988000000000001
55,Raimonds Krollis,Spezia,20,01,0.4,0,2,1,50.0,5.00,2.50,0.00,0.00,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Serie A,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Forward,71.4,57,23,80.0,100.0,,0,0.0,0.0,1,0,0,0,2,0.00,0,1,-1,-2.5,-1.70,0.4,0.9,-0.5,-1.39,-0.93,raimonds-krollis01,Latvia,Centre-Forward,left,186.0,2500000,1500000.0,Winter,-1.096
56,Daniel Maldini,Spezia,20,01,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,19.0,1,0,0,1.2,1.2,0.08,+0.8,+0.8,Serie A,12,5,3,4,5,4,11,36.4,7,9,0,9,1,13,8,0,Forward,66.8,1665,330,80.9,70.2,28.0,0,0.5,0.3,4,9,5,1,10,0.61,5,11,-6,-0.86,-0.05,8.1,12.1,-4.0,-0.57,-0.12,daniel-maldini01,Italy,Attacking Midfield,right,188.0,2000000,0.0,Summer,-7.700000000000001
57,João Moutinho,Spezia,24,98,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,7,1,5,1,1,3,4,75.0,1,1,1,0,0,7,0,0,Defender,71.4,405,162,90.0,75.0,16.7,0,0.0,0.0,1,4,0,0,1,1.00,0,2,-2,-3.1,-2.33,0.1,1.4,-1.3,-1.99,-1.55,joao-moutinho98,Portugal,Left-Back,left,183.0,1500000,0.0,Winter,-1.7160000000000002
58,Arkadiusz Reca,Spezia,27,95,24.1,1,22,8,36.4,0.91,0.33,0.05,0.13,23.7,0,0,0,1.0,1.0,0.04,0.0,0.0,Serie A,44,28,22,12,10,19,32,59.4,13,21,5,16,24,68,54,0,Defender,69.1,14250,5884,82.2,74.4,44.5,1,2.2,2.1,23,76,33,25,79,0.71,21,38,-17,-0.7,+0.31,25.5,35.3,-9.8,-0.41,+0.18,arkadiusz-reca95,Poland,Left-Back,left,187.0,3000000,2000000.0,Summer,-11.086
59,Eldor Shomurodov,Spezia,27,95,9.0,1,18,4,22.2,2.00,0.44,0.06,0.25,15.7,0,0,0,2.8,2.8,0.16,-1.8,-1.8,Serie A,5,5,3,1,1,2,11,18.2,9,5,1,4,3,8,4,0,Forward,69.8,1903,367,76.1,78.6,45.5,1,1.4,0.8,11,7,5,1,15,0.56,6,16,-10,-1.11,-0.39,11.1,12.6,-1.5,-0.17,+0.40,eldor-shomurodov95,Uzbekistan,Centre-Forward,right,190.0,7000000,1500000.0,Winter,-12.15
60,Przemysław Wiśniewski,Spezia,24,98,11.1,1,6,3,50.0,0.54,0.27,0.17,0.33,9.8,0,0,0,1.2,1.2,0.21,-0.2,-0.2,Serie A,13,6,7,6,0,6,18,33.3,12,16,8,8,11,24,66,0,Defender,83.1,8258,2784,88.2,93.2,56.0,0,0.7,0.3,3,22,3,0,24,0.73,9,20,-11,-0.99,-0.24,13.9,14.2,-0.3,-0.03,+0.63,przemyslaw-wisniewski98,Poland,Centre-Back,right,195.0,3000000,4000000.0,Winter,-8.325
61,Szymon Żurkowski,Spezia,24,97,4.7,0,7,1,14.3,1.48,0.21,0.00,0.00,23.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Serie A,9,3,4,4,1,2,15,13.3,13,9,2,7,4,13,6,0,Midfielder,69.3,984,273,77.1,83.3,25.0,0,0.0,0.1,0,9,1,0,10,1.18,5,6,-1,-0.21,+0.69,6.1,7.4,-1.3,-0.28,+0.22,szymon-zurkowski97,Poland,Central Midfield,right,185.0,4500000,0.0,Winter,-0.9869999999999999
62,Jean-Daniel Akpa-Akpro,Empoli,29,92,15.1,1,14,5,35.7,0.93,0.33,0.07,0.20,19.5,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Serie A,53,37,25,19,9,23,42,54.8,19,35,4,31,13,66,27,0,Midfielder,74.4,4399,1671,83.1,81.4,50.0,1,1.0,1.2,6,24,9,2,39,1.29,17,20,-3,-0.2,+0.19,17.3,22.2,-5.0,-0.33,+0.30,jean-daniel-akpa-akpro92,France,Central Midfield,right,180.0,1400000,0.0,Summer,-1.5100000000000005
63,Liberato Cacace,Empoli,21,00,6.5,0,7,1,14.3,1.07,0.15,0.00,0.00,19.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Serie A,25,10,12,8,5,9,15,60.0,6,15,7,8,4,29,16,0,Defender,79.7,5441,1880,89.9,82.7,47.6,0,0.6,0.7,8,24,1,1,41,0.50,6,9,-3,-0.46,-0.17,6.4,12.8,-6.4,-0.98,-0.57,liberato-cacace00,New Zealand,Left-Back,left,183.0,2500000,3000000.0,Summer,-0.26000000000000095
64,Nicolò Cambiaghi,Empoli,21,00,14.3,6,36,14,38.9,2.52,0.98,0.17,0.43,18.1,0,0,0,3.4,3.4,0.09,+2.6,+2.6,Serie A,30,22,11,12,7,8,27,29.6,19,19,1,18,9,39,8,0,Forward,74.3,4556,930,88.6,72.3,55.9,1,1.1,1.6,15,19,18,5,42,1.32,20,12,+8,0.56,+1.40,17.5,19.7,-2.2,-0.15,+0.58,nicolo-cambiaghi00,Italy,Left Winger,right,173.0,3000000,0.0,Summer,3.4320000000000026
65,Koni De Winter,Empoli,20,02,11.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,14,9,11,3,0,5,13,38.5,8,14,12,2,6,20,65,0,Defender,85.8,7908,2790,91.7,90.8,53.4,0,0.2,0.1,2,15,1,0,22,1.00,9,17,-8,-0.7,-0.55,9.8,22.1,-12.3,-1.08,-0.82,koni-de-winter02,Belgium,Centre-Back,right,191.0,4000000,0.0,Summer,-3.192000000000001
66,Duccio Degl'Innocenti,Empoli,19,03,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Midfielder,,0,0,,,,0,0.0,0.0,0,0,0,0,0,0.00,0,1,-1,-30.0,-29.71,0.0,1.1,-1.0,-46.44,-45.96,duccio-deglinnocenti03,Italy,Defensive Midfield,right,180.0,500000,0.0,Summer,-0.0
67,Mattia Destro,Empoli,31,91,6.4,1,20,7,35.0,3.15,1.10,0.05,0.14,14.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Serie A,1,1,0,1,0,0,0,,0,2,0,2,1,2,5,0,Forward,55.7,518,127,71.1,31.6,60.0,0,0.4,0.3,4,1,2,0,4,1.06,5,11,-6,-0.94,-0.75,6.5,10.8,-4.3,-0.68,-0.20,mattia-destro91,Italy,Centre-Forward,right,182.0,1500000,0.0,Summer,-8.063999999999998
68,Tyronne Ebuehi,Empoli,26,95,21.4,2,19,4,21.1,0.89,0.19,0.11,0.50,10.9,0,0,0,3.1,3.1,0.16,-1.1,-1.1,Serie A,22,14,11,7,4,9,13,69.2,4,23,12,11,12,34,79,1,Defender,78.1,11680,4092,86.7,83.2,52.9,4,1.9,1.1,12,26,11,7,41,1.42,24,24,0,0.0,+0.72,23.8,31.5,-7.7,-0.36,+0.35,tyronne-ebuehi95,Netherlands,Right-Back,right,187.0,2000000,0.0,Summer,8.987999999999996
69,Jacopo Fazzini,Empoli,19,03,9.2,0,14,1,7.1,1.53,0.11,0.00,0.00,20.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Serie A,31,17,20,8,3,18,34,52.9,16,15,3,12,7,38,19,0,Midfielder,78.8,3410,878,90.2,84.6,37.0,0,0.9,0.8,9,16,4,1,21,1.38,6,9,-3,-0.33,-0.02,10.5,14.4,-3.9,-0.43,+0.11,jacopo-fazzini03,Italy,Central Midfield,right,178.0,1000000,0.0,Summer,-2.116
70,Alberto Grassi,Empoli,27,95,13.3,0,10,3,30.0,0.75,0.23,0.00,0.00,15.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Serie A,26,21,13,13,0,15,24,62.5,9,23,12,11,27,53,45,0,Midfielder,81.0,6919,2055,88.2,80.7,58.5,0,0.4,0.3,6,27,5,0,50,1.12,17,16,+1,0.08,+0.60,14.9,22.1,-7.1,-0.54,-0.04,alberto-grassi95,Italy,Central Midfield,right,183.0,2000000,0.0,Summer,2.394
71,Sebastiano Luperto,Empoli,25,96,34.8,2,18,4,22.2,0.52,0.11,0.11,0.50,12.7,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Serie A,33,18,24,8,1,9,20,45.0,11,54,42,12,43,76,163,1,Defender,86.5,29332,10243,93.7,92.1,61.4,0,0.6,0.4,3,54,3,1,72,1.08,34,44,-10,-0.29,+0.34,34.9,53.5,-18.6,-0.54,-0.27,sebastiano-luperto96,Italy,Centre-Back,left,191.0,3000000,500000.0,Summer,4.523999999999996
72,Răzvan Marin,Empoli,26,96,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10,0,0,1.4,1.4,0.04,+0.6,+0.6,Serie A,44,22,22,21,1,19,40,47.5,21,29,11,18,14,58,33,0,Midfielder,79.0,23304,8229,93.4,83.6,55.3,4,4.2,4.5,56,113,30,7,118,1.09,25,39,-14,-0.5,-0.70,26.8,40.9,-14.1,-0.50,+0.05,razvan-marin96,Romania,Central Midfield,right,178.0,8000000,1000000.0,Summer,-11.28
73,Petar Stojanović,Empoli,26,95,17.0,0,10,2,20.0,0.59,0.12,0.00,0.00,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Serie A,42,22,28,10,4,26,43,60.5,17,17,5,12,11,53,55,0,Defender,79.8,14171,5058,88.0,83.2,61.4,1,1.0,1.2,19,58,19,6,91,1.04,14,28,-14,-0.82,-0.92,15.4,28.3,-12.9,-0.76,-0.45,petar-stojanovic95,Slovenia,Right-Back,right,178.0,2800000,1200000.0,Summer,-6.800000000000002
74,Emanuel Vignato,Empoli,21,00,0.6,1,2,1,50.0,3.16,1.58,0.50,1.00,19.7,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Serie A,2,0,2,0,0,0,0,,0,0,0,0,0,2,1,0,Midfielder,79.6,717,115,84.0,89.5,50.0,0,0.1,0.2,1,4,2,0,7,0.40,2,2,0,0.0,+0.32,1.7,1.6,+0.1,+0.21,+0.74,emanuel-vignato00,Italy,Right Winger,right,175.0,2800000,0.0,Winter,0.059999999999999984
75,Sebastian Walukiewicz,Empoli,22,00,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,7.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Serie A,9,6,7,2,0,4,6,66.7,2,10,9,1,7,16,30,0,Defender,87.1,6702,2311,96.6,93.9,59.7,0,0.1,0.1,1,13,1,0,13,1.27,8,9,-1,-0.15,+0.20,8.0,11.9,-3.9,-0.59,-0.09,sebastian-walukiewicz00,Poland,Centre-Back,right,188.0,3000000,0.0,Summer,1.8089999999999995
76,Bruno Amione,Sampdoria,20,02,23.2,1,12,2,16.7,0.52,0.09,0.08,0.50,11.5,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Serie A,50,33,36,14,0,19,43,44.2,24,26,11,15,25,75,62,1,Defender,79.6,14337,5874,87.3,86.2,50.4,1,0.6,0.8,3,38,3,1,54,0.62,17,41,-24,-1.04,+0.52,21.7,39.8,-18.0,-0.78,+0.18,bruno-amione02,Argentina,Centre-Back,left,187.0,2700000,0.0,Summer,-29.0
77,Koray Günter,Sampdoria,27,94,8.6,0,1,0,0.0,0.12,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Serie A,10,8,6,4,0,6,9,66.7,3,10,5,5,11,21,46,0,Defender,81.9,6493,2308,87.9,86.9,58.2,0,0.2,0.3,2,21,2,1,21,0.60,8,20,-12,-1.39,-0.20,7.5,16.8,-9.4,-1.09,-0.31,koray-gunter94,Germany,Centre-Back,right,186.0,4500000,0.0,Winter,-13.759999999999998
78,Jesé,Sampdoria,29,93,2.3,1,3,2,66.7,1.29,0.86,0.33,0.50,20.4,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Serie A,2,0,0,2,0,0,1,0.0,1,3,1,2,1,3,2,0,Forward,72.3,706,87,86.7,76.2,75.0,1,0.5,0.4,2,0,0,0,1,0.55,2,8,-6,-2.57,-1.42,2.0,4.9,-2.9,-1.25,-0.43,jese93,Spain,Left Winger,right,178.0,2000000,0.0,Winter,-7.060999999999999
79,Lorenzo Malagrida,Sampdoria,18,03,1.2,0,2,2,100.0,1.65,1.65,0.00,0.00,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Serie A,1,0,0,0,1,1,3,33.3,2,1,0,1,0,1,1,0,Midfielder,73.8,381,99,84.6,80.0,0.0,0,0.1,0.1,2,1,3,1,4,0.17,0,5,-5,-4.13,-2.99,0.7,4.2,-3.5,-2.88,-2.10,lorenzo-malagrida03,Italy,Left Midfield,right,174.0,250000,0.0,Summer,-5.808
80,Jeison Murillo,Sampdoria,30,92,11.7,0,3,0,0.0,0.26,0.00,0.00,,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Serie A,22,11,16,6,0,17,26,65.4,9,22,14,8,8,30,39,0,Defender,81.9,9153,3324,91.2,88.8,56.7,0,0.0,0.1,2,30,1,0,35,0.60,7,23,-16,-1.36,-0.18,8.1,19.2,-11.0,-0.94,-0.13,jeison-murillo92,Colombia,Centre-Back,right,182.0,2000000,0.0,Summer,-18.369
81,Bram Nuytinck,Sampdoria,32,90,16.6,0,4,0,0.0,0.24,0.00,0.00,,10.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Serie A,54,38,33,21,0,23,34,67.6,11,36,21,15,23,77,84,0,Defender,84.8,11417,3707,84.7,92.8,62.1,1,0.3,0.4,3,16,0,0,23,0.63,14,31,-17,-1.02,+0.38,17.6,30.6,-13.0,-0.78,+0.12,bram-nuytinck90,Netherlands,Centre-Back,left,191.0,2000000,0.0,Winter,-20.418000000000003
82,Marios Oikonomou,Sampdoria,29,92,2.4,0,3,0,0.0,1.23,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Serie A,3,2,3,0,0,1,3,33.3,2,5,4,1,4,7,13,0,Defender,74.1,1271,547,85.7,84.2,36.8,0,0.0,0.0,0,1,0,0,2,0.33,1,6,-5,-2.05,-0.86,2.6,4.3,-1.7,-0.70,+0.15,marios-oikonomou92,Greece,Centre-Back,right,189.0,300000,0.0,Winter,-5.4239999999999995
83,Flavio Paoletti,Sampdoria,19,03,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,2,2,0,2,0,1,5,20.0,4,1,0,1,5,7,9,0,Midfielder,82.1,2534,583,87.9,90.1,73.7,0,0.0,0.1,1,7,0,0,8,0.25,1,7,-6,-1.9,-0.72,2.4,8.7,-6.4,-2.00,-1.26,flavio-paoletti03,Italy,Defensive Midfield,right,182.0,800000,0.0,Winter,-8.352
84,Ignacio Pussetto,Sampdoria,26,95,1.7,0,2,2,100.0,1.18,1.18,0.00,0.00,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Serie A,6,3,2,3,1,3,4,75.0,1,4,0,4,0,6,3,0,Midfielder,60.7,404,91,78.1,58.3,0.0,0,0.2,0.1,2,2,0,0,1,0.60,0,2,-2,-1.18,+0.06,0.7,3.5,-2.8,-1.64,-0.83,ignacio-pussetto95,Argentina,Right Winger,right,180.0,2500000,0.0,Summer,-3.213
85,Harry Winks,Sampdoria,26,96,19.1,0,14,0,0.0,0.73,0.00,0.00,,24.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Serie A,27,12,7,18,2,14,43,32.6,29,14,8,6,24,51,24,0,Midfielder,82.4,14868,5159,88.6,88.0,64.2,0,1.3,1.5,15,80,10,3,117,0.50,16,36,-20,-1.05,+0.38,19.3,35.8,-16.5,-0.87,-0.04,harry-winks96,England,Defensive Midfield,right,178.0,12000000,0.0,Summer,-33.61600000000001
86,Gerard Yepes,Sampdoria,19,02,2.2,0,1,0,0.0,0.45,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Serie A,5,3,2,3,0,1,3,33.3,2,3,0,3,4,9,3,0,Midfielder,73.3,1205,271,78.2,82.4,50.0,0,0.0,0.0,1,5,0,0,7,0.60,1,5,-4,-1.82,-0.62,2.2,1.7,+0.6,+0.27,+1.18,gerard-yepes02,Spain,Defensive Midfield,right,170.0,500000,0.0,Summer,-5.566000000000001
87,Alessandro Zanoli,Sampdoria,21,00,17.1,2,15,7,46.7,0.88,0.41,0.13,0.29,13.8,0,0,0,2.6,2.6,0.17,-0.6,-0.6,Serie A,22,14,14,6,2,8,17,47.1,9,19,15,4,12,34,39,0,Defender,76.4,8772,2740,89.8,78.5,48.8,3,1.2,0.9,14,19,13,7,36,0.45,13,34,-21,-1.23,+0.02,16.2,34.9,-18.7,-1.09,-0.44,alessandro-zanoli00,Italy,Right-Back,right,188.0,5000000,0.0,Winter,-24.624000000000002
88,Filip Đuričić,Sampdoria,30,92,24.1,3,26,12,46.2,1.08,0.50,0.12,0.25,18.3,1,0,0,2.7,2.7,0.10,+0.3,+0.3,Serie A,43,22,18,20,5,14,32,43.8,18,19,6,13,7,50,8,0,Midfielder,77.3,9599,2169,87.0,83.1,60.5,0,1.9,1.6,34,50,18,4,77,0.44,16,47,-31,-1.29,-0.13,21.4,39.3,-17.9,-0.74,+0.28,filip-duricic92,Jugoslawien (SFR),Attacking Midfield,right,181.0,2500000,0.0,Summer,-48.2
89,Marcos Antônio,Lazio,22,00,6.6,1,3,1,33.3,0.45,0.15,0.33,1.00,18.3,0,0,0,1.2,1.2,0.41,-0.2,-0.2,Serie A,9,6,4,5,0,9,20,45.0,11,7,2,5,11,20,18,0,Midfielder,90.5,5541,1381,95.3,90.8,73.3,1,0.3,0.3,3,40,2,0,25,1.75,7,6,+1,0.15,-0.77,8.2,7.3,+0.9,+0.14,-0.15,marcos-antonio00,Brazil,Central Midfield,right,166.0,8000000,7500000.0,Summer,3.2340000000000004
90,Marco Bertini,Lazio,19,02,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Midfielder,,0,0,,,,0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.0,-0.79,0.0,0.0,0.0,0.00,-0.26,marco-bertini02,Italy,Defensive Midfield,right,185.0,100000,0.0,Summer,0.0
91,Matteo Cancellieri,Lazio,20,02,2.8,0,6,1,16.7,2.11,0.35,0.00,0.00,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Serie A,10,4,5,3,2,5,9,55.6,4,4,0,4,1,11,2,0,Forward,70.1,757,98,88.0,60.0,0.0,0,0.4,0.3,3,1,1,1,2,1.85,6,2,+4,1.41,+0.67,5.9,3.3,+2.6,+0.91,+0.71,matteo-cancellieri02,Italy,Right Winger,left,180.0,5000000,0.0,Summer,2.828
92,Nicolò Casale,Lazio,24,98,27.1,1,8,2,25.0,0.30,0.07,0.13,0.50,10.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Serie A,42,20,28,14,0,22,34,64.7,12,25,17,8,17,59,73,1,Defender,91.9,26275,9500,93.4,94.6,84.0,1,0.3,0.6,4,55,1,0,70,1.86,38,24,+14,0.52,-0.95,36.3,28.5,+7.7,+0.29,+0.09,nicolo-casale98,Italy,Centre-Back,right,191.0,17000000,7000000.0,Summer,34.146
93,Mario Gila,Lazio,21,00,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,3,1,3,0,0,0,1,0.0,1,0,0,0,3,6,3,0,Defender,91.8,953,330,92.6,92.3,85.7,0,0.0,0.0,0,1,0,0,6,1.75,3,2,+1,1.0,+0.22,1.7,1.7,+0.1,+0.05,-0.21,mario-gila00,Spain,Centre-Back,right,185.0,3000000,6000000.0,Summer,1.74
94,Alessio Romagnoli,Lazio,27,95,32.5,2,13,5,38.5,0.40,0.15,0.15,0.40,11.9,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Serie A,33,15,19,14,0,11,22,50.0,11,33,26,7,38,71,108,0,Defender,90.5,28906,11821,95.4,93.8,68.6,0,0.1,0.4,2,91,4,0,62,1.82,49,28,+21,0.65,-0.98,40.3,36.1,+4.2,+0.13,-0.88,alessio-romagnoli95,Italy,Centre-Back,left,185.0,18000000,0.0,Summer,45.175000000000004
95,Matías Vecino,Lazio,30,91,18.8,2,26,5,19.2,1.38,0.27,0.08,0.40,18.5,0,0,0,2.5,2.5,0.10,-0.5,-0.5,Serie A,47,27,13,23,11,23,48,47.9,25,33,10,23,16,63,39,1,Midfielder,85.7,12291,3427,91.3,87.0,64.7,0,0.5,0.5,9,86,8,0,88,1.97,26,16,+10,0.53,-0.51,23.3,21.7,+1.6,+0.09,-0.34,matias-vecino91,Uruguay,Central Midfield,right,187.0,4500000,0.0,Summer,16.356
96,Mattia Zaccagni,Lazio,27,95,30.8,10,56,23,41.1,1.82,0.75,0.16,0.39,16.7,1,1,1,6.7,5.9,0.11,+3.3,+3.1,Serie A,42,28,16,18,8,14,38,36.8,24,37,3,34,21,63,10,1,Forward,80.3,10898,2314,89.4,81.2,43.9,6,4.5,3.2,35,44,27,5,76,1.94,50,23,+27,0.88,+0.46,39.5,34.6,+4.9,+0.16,-0.52,mattia-zaccagni95,Italy,Left Winger,right,177.0,25000000,7100000.0,Summer,14.784000000000002
97,Valentin Antov,Monza,21,00,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Serie A,6,5,3,3,0,1,5,20.0,4,5,4,1,4,10,14,1,Defender,87.8,3529,1518,91.4,91.8,63.3,0,0.0,0.1,1,12,2,0,14,0.89,6,8,-2,-0.59,-0.53,3.7,4.0,-0.3,-0.10,+0.05,valentin-antov00,Bulgaria,Centre-Back,right,187.0,800000,2000000.0,Summer,-3.3320000000000003
98,Samuele Birindelli,Monza,23,99,15.6,0,14,4,28.6,0.90,0.26,0.00,0.00,17.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Serie A,35,19,21,10,4,18,29,62.1,11,28,8,20,16,51,30,0,Defender,73.6,9832,2913,85.8,76.4,43.9,1,2.2,1.9,18,27,19,13,43,1.45,17,25,-8,-0.51,-0.69,18.9,25.1,-6.1,-0.40,-0.43,samuele-birindelli99,Italy,Right-Back,right,176.0,2300000,1500000.0,Summer,-14.040000000000001
99,Franco Carboni,Monza,19,03,0.7,0,1,0,0.0,1.36,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Serie A,1,1,1,0,0,0,2,0.0,2,3,0,3,1,2,0,0,Defender,66.0,529,140,95.0,80.0,40.0,0,0.0,0.0,1,3,2,1,2,2.00,1,0,+1,1.36,+1.50,0.5,1.2,-0.7,-0.95,-0.82,franco-carboni03,Argentina,Left-Back,left,190.0,1000000,0.0,Winter,0.6789999999999999
100,Armando Izzo,Monza,30,92,27.4,1,16,4,25.0,0.58,0.15,0.06,0.25,10.4,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Serie A,73,50,44,27,2,29,45,64.4,16,29,17,12,50,123,87,1,Defender,87.0,25346,7926,93.1,91.0,61.5,0,0.9,0.8,15,85,7,2,96,1.73,39,25,+14,0.51,+2.21,33.1,32.8,+0.3,+0.01,+0.55,armando-izzo92,Italy,Centre-Back,right,183.0,2800000,0.0,Summer,3.2879999999999967
101,Pablo Marí,Monza,28,93,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,15.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Serie A,37,19,29,7,1,17,26,65.4,9,22,14,8,31,68,111,3,Defender,88.3,29354,11383,90.6,94.9,70.5,0,0.3,0.3,3,74,2,0,57,1.43,37,37,0,0.0,+0.39,33.6,38.6,-5.0,-0.18,-0.14,pablo-mari93,Spain,Centre-Back,left,193.0,5000000,0.0,Summer,-10.764000000000005
102,Marlon,Monza,26,95,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,11.0,0,0,0,0.3,0.2,0.05,-0.3,-0.2,Serie A,35,21,20,14,1,15,29,51.7,14,13,4,9,18,53,50,0,Defender,92.3,17131,5816,93.1,95.3,79.5,0,0.3,0.5,1,72,5,2,63,1.32,15,26,-11,-0.62,-0.97,20.2,25.1,-4.9,-0.28,-0.25,marlon95,Brazil,Centre-Back,right,182.0,7500000,0.0,Summer,-17.877000000000002
103,Matteo Pessina,Monza,25,97,32.6,5,25,6,24.0,0.77,0.18,0.08,0.33,19.2,0,3,3,5.1,2.8,0.11,-0.1,-0.8,Serie A,57,36,28,21,8,26,62,41.9,36,50,15,35,37,94,33,1,Midfielder,84.9,28932,8199,90.1,89.9,70.5,3,2.1,2.7,22,150,36,3,193,1.49,44,43,+1,0.03,+0.95,40.3,43.4,-3.1,-0.09,+0.34,matteo-pessina97,Italy,Central Midfield,left,187.0,14000000,0.0,Summer,-22.168000000000006
